"road_id","road_name","road_type","urban_rural","onrc","seal_type","owner_type","total_km","lane_km","traffic","heavy","VKT","VKT_Heavy","adrc","maint","emergency","wol","geom_id"
153,"GOULAND ROAD","Local Authority","Urban","Secondary Collector","Sealed","L",0.751,1.502,659,0.23,180642,41548,10281.6,3531.05,6.66,13812.65,184
154,"HATHAWAY STREET","Local Authority","Urban","Low Volume","Sealed","L",0.294,0.588,76,0.1,8162,816,5751.03,2554.29,0,8305.32,185
155,"JOSEPH STREET","Local Authority","Urban","Low Volume","Sealed","L",0.17,0.34,45,0.1,2792,279,9623.45,3829.18,0,13452.63,186
156,"MARCH STREET","Local Authority","Urban","Low Volume","Sealed","L",0.255,0.51,39,0.1,3663,366,7629.15,5052.49,90.2,12681.64,187
157,"PENINSULA ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.906,0.906,32,0.13,10582,1376,2479.11,1420.94,5.52,3900.05,188
157,"PENINSULA ROAD","Local Authority","Urban","Low Volume","Sealed","L",0.333,0.333,52,0.1,6320,632,2078.08,1432.47,0,3510.55,189
158,"ADAMS LANE","Local Authority","Urban","Access","Sealed","L",0.668,1.336,772,0.06,188219,11293,12615.81,5903.65,0,18519.46,190
159,"ALABAMA ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",1.956,3.912,2150,0.1,1534971,153497,12411.55,13923.24,0,26334.79,191
159,"ALABAMA ROAD","Local Authority","Urban","Arterial","Sealed","L",1.459,2.918,4210,0.064,2241848,142610,47622.54,23165.81,287.15,70788.35,192
159,"ALABAMA ROAD","Local Authority","Urban","Secondary Collector","Sealed","L",0.328,0.656,1682,0.099,201366,19993,30329.53,15475.15,0,45804.68,193
160,"ALANA PLACE","Local Authority","Urban","Access","Sealed","L",0.182,0.364,272,0.06,18069,1084,18286.55,9927.69,0,28214.24,194
161,"ALANA STREET","Local Authority","Urban","Access","Sealed","L",0.098,0.196,412,0.06,14741,884,13650.87,4534.9,0,18185.77,195
162,"ALFRED STREET","Local Authority","Urban","Access","Sealed","L",0.508,1.016,433,0.06,80283,4817,23751.6,12003.55,0,35755.15,196
162,"ALFRED STREET","Local Authority","Urban","Arterial","Sealed","L",0.408,0.816,5199,0.052,774177,40381,116414.13,26617,57.7,143031.13,197
162,"ALFRED STREET","Local Authority","Urban","Low Volume","Sealed","L",0.098,0.196,58,0.04,2075,83,27023.96,7246.55,0,34270.51,198
162,"ALFRED STREET","Local Authority","Urban","Secondary Collector","Sealed","L",0.115,0.23,1034,0.06,43402,2604,39333.26,8502.57,88.7,47835.83,199
164,"ANDREW STREET","Local Authority","Urban","Access","Sealed","L",0.114,0.228,392,0.06,16311,979,23832.18,22079.91,0,45912.09,200
164,"ANDREW STREET","Local Authority","Urban","Low Volume","Sealed","L",0.146,0.292,158,0.06,8420,505,34197.3,5088.73,0,39286.03,201
166,"ARGOSY PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.135,0.27,111,0.04,5470,219,15027.84,10789.21,0,25817.05,202
167,"ARGYLE STREET","Local Authority","Urban","Low Volume","Sealed","L",0.07,0.14,111,0.04,2836,113,19522.34,18450.43,0,37972.77,203
168,"ARTHUR STREET","Local Authority","Urban","Access","Sealed","L",0.291,0.582,307,0.06,32583,1955,18961.79,14549.61,0,33511.4,204
168,"ARTHUR STREET","Local Authority","Urban","Low Volume","Sealed","L",0.499,0.998,200,0.06,36499,2190,25761.98,15453.01,0,41214.99,205
168,"ARTHUR STREET","Local Authority","Urban","Secondary Collector","Sealed","L",0.19,0.288,1621,0.06,112413,6745,70310.52,13858.09,0,84168.61,206
169,"ARTHUR BAKER PLACE","Local Authority","Urban","Access","Sealed","L",0.445,0.89,598,0.06,97130,5828,12791.41,8802.1,0,21593.51,207
170,"ASTON STREET","Local Authority","Urban","Access","Sealed","L",0.08,0.16,381,0.06,11125,668,39961.39,13823.47,0,53784.86,208
170,"ASTON STREET","Local Authority","Urban","Low Volume","Sealed","L",0.14,0.28,125,0.059,6396,376,22308.25,7674.96,0,29983.21,209
171,"AUCKLAND STREET","Local Authority","Urban","Secondary Collector","Sealed","L",0.288,0.576,393,0.06,41277,2477,34306.93,22610.19,17.36,56917.12,210
172,"AVERY PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.134,0.268,131,0.06,6407,384,14024.83,11161.02,0,25185.85,211
173,"BALLINGER DRIVE","Local Authority","Urban","Low Volume","Sealed","L",0.091,0.182,352,0.06,11692,702,9105.25,11104.51,0,20209.76,212
174,"BANK STREET","Local Authority","Urban","Access","Sealed","L",0.197,0.394,392,0.06,28187,1691,11585.36,777.92,0,12363.28,213
175,"BARRATT STREET","Local Authority","Urban","Low Volume","Sealed","L",0.211,0.422,111,0.04,8549,342,14131.16,11813.46,0,25944.62,214
176,"BARY STREET","Local Authority","Urban","Access","Sealed","L",0.193,0.386,686,0.06,48325,2900,17259.45,7617.89,0,24877.34,215
176,"BARY STREET","Local Authority","Urban","Low Volume","Sealed","L",0.209,0.418,60,0.053,4565,240,10702.31,7803.37,0,18505.68,216
177,"BATTYS ROAD","Local Authority","Rural","Arterial","Sealed","L",1.431,2.862,2790,0.088,1457153,127630,15981.95,6609.41,0,22591.36,217
177,"BATTYS ROAD","Local Authority","Urban","Arterial","Sealed","L",0.811,1.622,3321,0.06,982989,58979,23857.46,6488.07,29.59,30345.53,218
178,"BEAVER ROAD","Local Authority","Urban","Access","Sealed","L",0.772,1.544,372,0.06,104768,6286,27138.22,13014.64,0,40152.86,219
178,"BEAVER ROAD","Local Authority","Urban","Low Volume","Sealed","L",0.177,0.354,133,0.057,8614,490,37447.98,26649.61,0,64097.59,220
179,"BELVUE CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.161,0.322,94,0.04,5524,221,15853.47,13195.8,0,29049.27,221
180,"BEXHILL CRESCENT","Local Authority","Urban","Access","Sealed","L",0.208,0.416,141,0.06,10705,642,13785.62,8792.93,0,22578.55,222
181,"BIRCHWOOD AVENUE","Local Authority","Rural","Low Volume","Sealed","L",0.56,1.12,43,0.1,8786,879,14271.7,3701.55,0,17973.25,223
182,"BOMFORD STREET","Local Authority","Urban","Access","Sealed","L",0.468,0.936,257,0.06,43976,2639,44849.45,9634.45,0,54483.9,224
184,"BOYCE STREET (BLENHEIM)","Local Authority","Urban","Arterial","Sealed","L",0.338,0.676,9436,0.05,1164072,58204,74247.62,6225.19,14.79,80472.81,225
185,"BREWER STREET","Local Authority","Urban","Access","Sealed","L",0.259,0.518,235,0.06,22216,1333,14491.2,8775.73,0,23266.93,226
185,"BREWER STREET","Local Authority","Urban","Low Volume","Sealed","L",0.104,0.208,130,0.06,4935,296,12277.76,8212.35,0,20490.11,227
186,"BRIAN BARY STREET","Local Authority","Urban","Access","Sealed","L",0.218,0.436,411,0.06,32703,1962,11734.58,8464.4,22.94,20198.98,228
187,"BRILYN CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.228,0.456,91,0.04,7573,303,10087.03,6640.06,0,16727.09,229
188,"BRISTOL LANE","Local Authority","Urban","Low Volume","Sealed","L",0.106,0.212,58,0.04,2244,90,13911.72,3911.32,0,17823.04,230
190,"BROOK STREET (BLENHEIM)","Local Authority","Urban","Low Volume","Sealed","L",0.246,0.492,82,0.04,7363,295,11889.89,10636.18,0,22526.07,231
191,"BROOKLYN DRIVE","Local Authority","Urban","Access","Sealed","L",0.725,1.45,470,0.06,124374,7462,13285.28,25611.66,0,38896.94,232
192,"BUDGE STREET","Local Authority","Urban","Access","Sealed","L",0.128,0.256,705,0.06,32938,1976,23380.21,4990.92,0,28371.13,233
192,"BUDGE STREET","Local Authority","Urban","Low Volume","Sealed","L",0.242,0.484,94,0.04,8303,332,32073.31,6972.98,0,39046.29,234
192,"BUDGE STREET","Local Authority","Urban","Primary Collector","Sealed","L",0.716,1.432,5232,0.06,1367331,82040,20813.09,7287.15,34.92,28100.24,235
192,"BUDGE STREET","Local Authority","Urban","Secondary Collector","Sealed","L",0.724,1.448,1927,0.055,509304,28228,26977.17,9205.27,0,36182.44,236
193,"BUICK STREET","Local Authority","Urban","Low Volume","Sealed","L",0.242,0.484,82,0.04,7243,290,14132.68,12082.6,0,26215.28,237
194,"BURDEN STREET","Local Authority","Urban","Access","Sealed","L",0.363,0.726,440,0.06,58298,3498,34823.97,16165.35,0,50989.32,238
195,"BURLEIGH ROAD","Local Authority","Urban","Access","Sealed","L",0.278,0.556,180,0.058,18219,1052,12844.16,7661.01,0,20505.17,239
195,"BURLEIGH ROAD","Local Authority","Urban","Low Volume","Sealed","L",0.173,0.346,201,0.06,12692,762,11838.19,6174.96,0,18013.15,240
196,"BYTHELL STREET","Local Authority","Urban","Access","Sealed","L",0.422,0.844,588,0.06,90570,5434,9370.23,4717.54,0,14087.77,241
197,"CARLYLE CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.22,0.44,170,0.06,13651,819,18505.04,8131.91,0,26636.95,242
198,"CARR STREET","Local Authority","Urban","Access","Sealed","L",0.251,0.502,352,0.06,32248,1935,10067.31,6254.27,0,16321.58,243
199,"CARVELL STREET","Local Authority","Urban","Access","Sealed","L",0.158,0.316,338,0.06,19492,1170,36804.01,19466.85,0,56270.86,244
199,"CARVELL STREET","Local Authority","Urban","Low Volume","Sealed","L",0.127,0.254,195,0.06,9039,542,30481.46,8247.86,0,38729.32,245
200,"CHARLES STREET","Local Authority","Urban","Access","Sealed","L",0.882,1.684,606,0.056,195102,11003,33807.19,9749.25,171.7,43556.44,246
200,"CHARLES STREET","Local Authority","Urban","Secondary Collector","Sealed","L",0.097,0.194,1410,0.06,49921,2995,66147.72,15737.49,0,81885.21,247
201,"CHURCHILL STREET","Local Authority","Urban","Low Volume","Sealed","L",0.151,0.302,94,0.04,5181,207,16649.55,16027.48,0,32677.03,248
202,"CLEGHORN STREET","Local Authority","Urban","Secondary Collector","Sealed","L",1.158,2.316,1633,0.056,690283,38710,32188.92,5923.13,0,38112.05,249
203,"CLOUSTON GARDENS","Local Authority","Urban","Low Volume","Sealed","L",0.147,0.294,94,0.04,5044,202,30788.97,4526.51,0,35315.48,250
204,"COLEMANS ROAD","Local Authority","Urban","Primary Collector","Sealed","L",1.123,2.246,1861,0.053,763016,40139,24319.64,5871.73,306.45,30191.37,251
205,"COLLETT PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.117,0.234,70,0.04,2989,120,14469.63,17587.5,0,32057.13,252
206,"CORRY CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.136,0.272,94,0.04,4666,187,19148.56,7213.9,0,26362.46,253
207,"COSTELLO AVENUE","Local Authority","Urban","Low Volume","Sealed","L",0.092,0.184,48,0.04,1612,64,30285.05,17382.1,0,47667.15,254
208,"CRESSWELL LANE","Local Authority","Urban","Low Volume","Sealed","L",0.144,0.144,48,0.04,2523,101,12083.81,4692.36,0,16776.17,255
209,"CRICKLEWOOD LANE","Local Authority","Urban","Low Volume","Sealed","L",0.118,0.118,58,0.04,2498,100,8966.8,53874.61,0,62841.41,256
210,"CUBITT STREET","Local Authority","Urban","Access","Sealed","L",0.37,0.74,272,0.06,36734,2204,34847.23,6090.59,0,40937.82,257
211,"CURRY STREET","Local Authority","Urban","Access","Sealed","L",0.116,0.232,130,0.06,5504,330,396299.43,14956.76,0,411256.19,258
212,"DASHWOOD STREET","Local Authority","Urban","Access","Sealed","L",0.136,0.272,331,0.06,16448,987,18472.8,16090.17,0,34562.97,259
212,"DASHWOOD STREET","Local Authority","Urban","Low Volume","Sealed","L",0.079,0.158,111,0.04,3201,128,11335.64,8460.47,0,19796.11,260
213,"DAVID STREET","Local Authority","Urban","Access","Sealed","L",0.841,1.682,508,0.06,155938,9356,5475.55,3180.55,0,8656.1,261
213,"DAVID STREET","Local Authority","Urban","Low Volume","Sealed","L",0.399,0.798,112,0.06,16311,979,24829.84,2737.75,0,27567.59,262
214,"DAWKINS PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.043,0.086,24,0.04,377,15,24391.52,6886.91,0,31278.43,263
215,"DILLON STREET","Local Authority","Urban","Low Volume","Sealed","L",0.193,0.386,176,0.06,12398,744,13916.6,9166.73,0,23083.33,264
215,"DILLON STREET","Local Authority","Urban","Secondary Collector","Sealed","L",0.732,1.464,1933,0.059,516382,30548,27600.93,30488.12,0,58089.05,265
216,"DILLONS POINT ROAD","Local Authority","Rural","Access","Sealed","L",1.323,2.646,99,0.108,47878,5171,20695.94,9521.76,0,30217.7,266
216,"DILLONS POINT ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.77,1.54,40,0.13,11242,1461,11156.72,7149.02,32.47,18305.74,267
216,"DILLONS POINT ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.319,0.638,40,0.13,4657,605,1144.2,4432.06,0,5576.26,268
216,"DILLONS POINT ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",4.182,8.364,300,0.1,457269,45727,5487.15,5430.39,0,10917.54,269
216,"DILLONS POINT ROAD","Local Authority","Urban","Secondary Collector","Sealed","L",1.241,2.482,622,0.06,281744,16905,24715.09,13531.76,254.39,38246.85,270
217,"DIX CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.072,0.144,36,0.04,946,38,11880.26,23024.67,0,34904.93,271
219,"DODSON STREET (BLENHEIM)","Local Authority","Urban","Access","Sealed","L",0.028,0.056,141,0.06,1441,86,11959.6,12076.44,0,24036.04,272
219,"DODSON STREET (BLENHEIM)","Local Authority","Urban","Primary Collector","Sealed","L",0.159,0.318,3375,0.06,195868,11752,22093.84,16959.41,0,39053.25,273
220,"DUNBEATH STREET","Local Authority","Urban","Access","Sealed","L",0.323,0.646,257,0.06,30278,1817,27328.44,20907.66,0,48236.1,274
221,"EDINBURGH CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.104,0.208,84,0.04,3189,128,11791.28,11433.98,221.15,23225.26,275
222,"EDITH STREET","Local Authority","Urban","Low Volume","Sealed","L",0.134,0.268,58,0.04,2837,113,33312.66,32077.78,0,65390.44,276
223,"EIGHTH LANE","Local Authority","Urban","Access","Sealed","L",0.112,0.112,226,0.06,9239,554,20312.27,8159.29,0,28471.56,277
224,"ELEVENTH LANE","Local Authority","Urban","Low Volume","Sealed","L",0.1,0.2,56,0.04,2044,82,4746.46,2822.35,0,7568.81,278
225,"ELISHA DRIVE","Local Authority","Urban","Access","Sealed","L",0.464,0.822,368,0.059,62294,3683,15033.42,11830.49,0,26863.91,279
226,"ELIZABETH STREET","Local Authority","Urban","Access","Sealed","L",0.32,0.64,451,0.06,52677,3161,45322.71,24301.37,0,69624.08,280
227,"ELTHAM ROAD EAST (SOUTHBOUND LANE)","Local Authority","Urban","Primary Collector","Sealed","L",0.047,0.094,1763,0.06,30244,1815,15974.48,7211.71,0,23186.19,281
228,"ELTHAM ROAD WEST (NORTHBOUND LANE)","Local Authority","Urban","Primary Collector","Sealed","L",0.044,0.088,1763,0.06,28314,1699,12994.85,6474.32,0,19469.17,282
229,"ELTHAM ROAD","Local Authority","Urban","Primary Collector","Sealed","L",0.644,1.288,3779,0.05,888391,44420,19881.13,19583.69,0,39464.82,283
230,"ELZY STREET","Local Authority","Urban","Low Volume","Sealed","L",0.322,0.644,140,0.054,16402,890,27711.29,33867.75,0,61579.04,284
231,"ENDEAVOUR STREET","Local Authority","Urban","Access","Sealed","L",0.241,0.482,282,0.06,24806,1488,15706.37,10745.21,0,26451.58,285
231,"ENDEAVOUR STREET","Local Authority","Urban","Low Volume","Sealed","L",0.147,0.294,135,0.06,7243,435,29944.08,5816.86,34.01,35760.94,286
232,"EVA CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.089,0.178,58,0.04,1884,75,32949.47,11975.22,0,44924.69,287
233,"FARMAR STREET","Local Authority","Urban","Access","Sealed","L",0.4,0.8,900,0.06,131370,7882,25052.91,18734.29,73.12,43787.2,288
234,"FAULKLAND DRIVE","Local Authority","Urban","Access","Sealed","L",0.539,1.078,411,0.06,80858,4851,11824.02,8974.51,0,20798.53,289
236,"LANSDOWNE STREET","Local Authority","Urban","Primary Collector","Sealed","L",0.612,1.224,2949,0.066,658675,43478,33107.73,13305.62,0,46413.35,290
237,"FIFTH LANE","Local Authority","Urban","Low Volume","Sealed","L",0.068,0.068,29,0.04,720,29,5990.95,6584.82,0,12575.77,291
238,"FIRST LANE","Local Authority","Urban","Low Volume","Sealed","L",0.149,0.149,564,0.06,30673,1840,27287.73,2102.33,0,29390.06,292
239,"FOURTH LANE","Local Authority","Urban","Access","Sealed","L",0.118,0.118,226,0.06,9734,584,8861.81,11117.02,0,19978.83,293
240,"FRANCIS STREET EAST","Local Authority","Urban","Secondary Collector","Sealed","L",0.291,0.582,2613,0.05,277540,13877,68530.87,10012.45,0,78543.32,294
241,"FRANCIS STREET WEST","Local Authority","Urban","Access","Sealed","L",0.173,0.346,400,0.06,25258,1515,17987.31,11037.93,0,29025.24,295
241,"FRANCIS STREET WEST","Local Authority","Urban","Low Volume","Sealed","L",0.027,0.054,119,0.04,1173,47,17257.23,9305.38,0,26562.61,296
242,"FRESWICK STREET","Local Authority","Urban","Primary Collector","Sealed","L",0.164,0.328,4573,0.06,273740,16424,34230.85,15850.5,0,50081.35,297
243,"FULTON STREET","Local Authority","Urban","Access","Sealed","L",0.622,1.244,669,0.06,151866,9112,25530.67,6457.34,40.19,31988.01,298
244,"FYFFE STREET","Local Authority","Urban","Access","Sealed","L",0.142,0.284,410,0.06,21250,1275,17437.71,7497.95,0,24935.66,299
244,"FYFFE STREET","Local Authority","Urban","Low Volume","Sealed","L",0.309,0.618,69,0.04,7759,310,183083.95,7078.23,0,190162.18,300
245,"GARDINER STREET","Local Authority","Urban","Access","Sealed","L",0.175,0.35,235,0.06,15011,901,14906.43,14479.39,0,29385.82,301
246,"GASCOIGNE STREET","Local Authority","Urban","Access","Sealed","L",0.485,0.97,2111,0.053,373615,19677,13652,8226.91,0,21878.91,302
247,"GAYLEE PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.164,0.328,70,0.04,4190,168,15115.34,7135.51,0,22250.85,303
249,"GEORGE STREET (BLENHEIM)","Local Authority","Urban","Access","Sealed","L",0.663,1.326,352,0.06,85089,5105,24932.03,9113.22,0,34045.25,304
249,"GEORGE STREET (BLENHEIM)","Local Authority","Urban","Secondary Collector","Sealed","L",0.215,0.43,601,0.06,47141,2828,35287.17,11258.92,0,46546.09,305
250,"GILBERT STREET","Local Authority","Urban","Low Volume","Sealed","L",0.358,0.716,176,0.06,22998,1380,13270.19,6944.72,0,20214.91,306
252,"GIRLING AVENUE","Local Authority","Urban","Access","Sealed","L",0.504,1.008,235,0.06,43231,2594,26614.87,8473.02,0,35087.89,307
253,"GLENDALE PLACE","Local Authority","Urban","Access","Sealed","L",0.179,0.358,111,0.04,7252,290,48159.31,7981.12,0,56140.43,308
254,"GLENHILL DRIVE","Local Authority","Urban","Low Volume","Sealed","L",0.485,0.97,112,0.06,19827,1190,8019.83,7217.66,0,15237.49,309
257,"GLENROY CRESCENT","Local Authority","Urban","Access","Sealed","L",0.199,0.398,111,0.04,8062,322,20007.47,11083.06,0,31090.53,310
258,"GLOVER CRESCENT","Local Authority","Urban","Access","Sealed","L",0.187,0.374,112,0.06,7645,459,13765.9,15384.65,0,29150.55,311
259,"GOODMAN STREET","Local Authority","Urban","Low Volume","Sealed","L",0.204,0.408,176,0.06,13105,786,13424.95,10306.23,0,23731.18,312
260,"GRADY STREET","Local Authority","Urban","Low Volume","Sealed","L",0.196,0.392,94,0.04,6725,269,21273.96,10912.39,0,32186.35,313
261,"GRAHAM STREET","Local Authority","Urban","Access","Sealed","L",0.341,0.682,176,0.06,21906,1314,13937.66,5786.43,0,19724.09,314
262,"GRANT PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.107,0.214,58,0.04,2265,91,16653.99,7636.83,0,24290.82,315
263,"GROVE ROAD","Local Authority","Urban","Access","Sealed","L",0.181,0.362,980,0.06,64744,3885,39743.48,26737.16,0,66480.64,316
264,"GILL CRESCENT","Local Authority","Urban","Low Volume","Sealed","L",0.178,0.356,70,0.04,4548,182,16008.14,6828.87,0,22837.01,317
265,"HALE STREET","Local Authority","Urban","Access","Sealed","L",0.273,0.546,326,0.06,32484,1949,14951.6,6202.45,0,21154.05,318
265,"HALE STREET","Local Authority","Urban","Low Volume","Sealed","L",0.01,0.02,130,0.06,474,28,62725.08,7382.86,0,70107.94,319
266,"HAMMOND PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.222,0.292,82,0.04,6644,266,10287.72,6510.3,0,16798.02,320
267,"HARRIS PLACE","Local Authority","Urban","Low Volume","Sealed","L",0.078,0.156,48,0.04,1367,55,20688.59,20854.36,0,41542.95,321
268,"HENDERSON STREET","Local Authority","Urban","Access","Sealed","L",0.288,0.576,70,0.04,7358,294,14003.58,20136.87,0,34140.45,322
269,"HENRY STREET","Local Authority","Urban","Access","Sealed","L",0.25,0.5,615,0.06,56135,3368,19193.95,11821.81,100,31015.76,323
269,"HENRY STREET","Local Authority","Urban","Low Volume","Sealed","L",0.051,0.102,24,0.04,447,18,22778.75,8772.76,0,31551.51,324
269,"HENRY STREET","Local Authority","Urban","Secondary Collector","Sealed","L",0.501,1.002,1304,0.06,238493,14310,35585.23,24675.18,54.89,60260.41,325
269,"HENRY STREET","Local Authority","Urban","Unknown","Sealed","L",0.02,0.04,,,,,127850.36,830,0,128680.36,326
270,"HERBERT STREET","Local Authority","Urban","Access","Sealed","L",0.38,0.76,235,0.06,32594,1956,33132.94,17847.74,0,50980.68,327
271,"HIGH STREET (BLENHEIM)","Local Authority","Urban","Arterial","Sealed","L",1.42,2.84,8282,0.053,4292491,227119,82954.79,35664.65,3.52,118619.44,328
